,,Defended,Left alone,Beaten,Edged,Caught,Runout,Stumped,Bowled,LBW,Boundary_bat,Runs_bat,Boundary_extras,R_extras,Catch_drop,Stumping_missed,Runout_missed,Bouncer,Yorker,Overthrow,great_save,poor_fielding,
3034,"Shoaib Malik to Hales, no run, over the wicket, length ball, played with the turn to square leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3035,"Shoaib Malik to Hales, 1 run, flighted, flicked off the toes behind square",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3036,"Shoaib Malik to Morgan, no run, oh, well bowled, beats everything! Morgan tried to drive through the off side, the ball pitched on middle and off, spun past the bat, past the timber and into the gloves",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3037,"Shoaib Malik to Morgan, 1 run, skidding on this time, clips the inside edge and runs behind square on the leg side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3038,"Wahab Riaz to Morgan, 1 run, full outside off, guides this away behind point",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3039,"Wahab Riaz to Hales, no run, straight delivery, just back of a length, defended to midwicket",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,"Wahab Riaz to Hales, 1 wide, a bouncer over leg stump, Hales ducks, and it's too leg side (or short) for the umpire",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3041,"Wahab Riaz to Hales, no run, driven into the ground and it bounces to backward point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3042,"Wahab Riaz to Hales, 1 run, tucks this one off his hip into square leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3043,"Wahab Riaz to Morgan, 1 run, short outside off, another slower ball, not much pace to work with and it plops (I'm sure that's a term in the MCC coaching manual) through the off side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3044,"Wahab Riaz to Hales, no run, trying to guide this down to third man, angled across him, and the ball beats the top edge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3045,"Shoaib Malik to Morgan, no run, slides in from round the wicket, cut into the off side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3046,"Shoaib Malik to Morgan, no run, forward with bat and pad together",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3047,"Shoaib Malik to Morgan, FOUR, brings out the reverse sweep, or club, as though it is an everyday shot - which for him it is - and swats it away from wide outside off through third man",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3048,"Shoaib Malik to Morgan, no run, fuller, driven to cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,"Shoaib Malik to Morgan, 1 run, edged! But doesn't carry to slip. Nice turn as Morgan comes forward, but it dies off the outside edge",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3050,"Shoaib Malik to Hales, no run, a mighty appeal for a catch down the leg side! Malik and Sarfraz are convinced Hales has touched this. Umpire Raza says not out and they review. Clipped the thigh pad? Looks a good decision. And, yep, it stays onfield",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3051,"Zafar Gohar to Morgan, FOUR, and he's met by a powerful reverse sweep from Morgan, a slightly fuller delivery than the one he struck last time, gets right over the top and it whistles along the ground",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3052,"Zafar Gohar to Morgan, no run, flicked from outside off to midwicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3053,"Zafar Gohar to Morgan, no run, appeal for lbw but that's struck him well outside the line, Morgan trying to flick it to the leg side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3054,"Zafar Gohar to Morgan, no run, another huge shout! This has more going for it. Morgan back in his crease, sharp spin to take the pad but may have been going down leg. The review is gone, remember",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3055,"Zafar Gohar to Morgan, 1 wide, more very sharp spin, this one goes down the leg side and is called wide",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3056,"Zafar Gohar to Morgan, no run, grip and spin, Morgan takes his bottom hand off the bat...worth a short leg? Pakistan need wickets",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3057,"Zafar Gohar to Morgan, no run, full outside off, he thrusts his bat in front of the pad this time as he blocks...interesting over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058,"Shoaib Malik to Hales, 2 leg byes, they are screaming for everything at the moment, Hales taken on the pad from round the wicket as he plays back, it gripped again, and deflects through fine leg...going down",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3059,"Shoaib Malik to Hales, 1 run, plays back again, flicked through midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3060,"Shoaib Malik to Morgan, no run, full on middle and leg, tapped to the on side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3061,"Shoaib Malik to Morgan, no run, defended to cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3062,"Shoaib Malik to Morgan, no run, full at off stump, small stride forward, block (leg slip has become slip for Morgan)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063,"Shoaib Malik to Morgan, 1 wide, shoves this one down the leg side, no contact with anything",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3064,"Shoaib Malik to Morgan, no run, full at the stumps, defended square into the off side",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,"Zafar Gohar to Hales, no run, full and straight, pushed to the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,"Zafar Gohar to Hales, 2 runs, swept off the stumps and Irfan dives (or collapses) over it at short fine-leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3067,"Zafar Gohar to Hales, OUT, done him! It was on the cards. Lovely bowling. Floated up full, Hales leans forward and prods in front of his pads, the outside edge carries low to slip",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3068,"Zafar Gohar to Taylor, no run, full at off stump, driven to cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3069,"Zafar Gohar to Taylor, no run, pushed up very full, blocked back down the pitch...plenty of noise in the field and the stands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3070,"Zafar Gohar to Taylor, 2 byes, a beauty! Was that an edge? It's gone to third man. Big spin and turn. Defeats Taylor's edge as he prods forward, the keeper and slip",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3071,"Shoaib Malik to Morgan, no run, round the wicket, full at off stump, defended",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3072,"Shoaib Malik to Morgan, 1 run, touch shorter, Morgan rocks back and drives through the covers",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3073,"Shoaib Malik to Taylor, 1 run, round the wicket, swept to deep square leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3074,"Shoaib Malik to Morgan, 2 runs, gets this through the infield, a hint of width outside off, Morgan cuts through point but there's a boot on it near the boundary",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3075,"Shoaib Malik to Morgan, OUT, and another! Lovely delivery, but Morgan has missed it by a long way. Playing back, it pitched on middle, turned sharply and struck off stump. Morgan comprehensively defeated",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3076,"Shoaib Malik to Buttler, no run, plays back, deflects off the pad wide of leg slip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3077,"Zafar Gohar to Taylor, no run, forward and defended",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,"Zafar Gohar to Taylor, FOUR, another edge! Taylor also going back, more sharp spin - it goes square - takes the edge but Taylor's hands are soft it beats slip having not carried",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3079,"Zafar Gohar to Taylor, no run, you can feel the pressure, now he tries to sweep and doesn't make contact",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080,"Zafar Gohar to Taylor, FOUR, makes use of a low full toss outside leg stump, gets over the top and sweeps it wide of short fine-leg...Malik tries to get there, but slips on the boundary edge. Looks in a bit of pain",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3081,"Zafar Gohar to Taylor, 1 run, touch short, driven out to the cover sweeper",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3082,"Zafar Gohar to Buttler, no run, a play and a miss from Buttler, it was short and he went back to cut but there was extra bounce to beat the top edge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3083,"Shoaib Malik to Taylor, 1 run, round the wicket, full outside off, driven down the ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3084,"Shoaib Malik to Buttler, no run, missed stumping, Buttler came down the pitch, yorked himself, played over the top of the delivery, Sarfraz couldn't make the take. Buttler was a long way down",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3085,"Shoaib Malik to Buttler, 1 run, goes back and works a straight delivery with the spin to the leg side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3086,"Shoaib Malik to Taylor, 1 wide, short, spins down the leg side, a rare poor delivery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3087,"Shoaib Malik to Taylor, 1 run, sweeps this very hard off the stumps, sweetly connected, but almost straight to deep square",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3088,"Shoaib Malik to Buttler, 2 runs, full and a touch wide, Buttler comes forward and drives wide of the cover sweeper",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3089,"Shoaib Malik to Buttler, 1 run, gets over the ball and drives to long on",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3090,"Zafar Gohar to Buttler, FOUR, well, that takes some guts, reverse sweeps and places it very well wide of backward point",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3091,"Zafar Gohar to Buttler, no run, terrific response from Gohar, floated up at off stump, spins past Buttler's edge as he lunges forward",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,"Zafar Gohar to Buttler, no run, that's even better! Unplayable. Pitched around middle and leg, rips past the outside edge and off stump. Jeepers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093,"Zafar Gohar to Buttler, FOUR, this is fantastic cricket, Buttler brings out the reverse sweep again, not quite as clean as the previous one but gets it finer and beats short third man",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3094,"Zafar Gohar to Buttler, 2 runs, adjusts his line, drifts full onto leg stump, clipped through midwicket and placed well enough for a second",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3095,"Zafar Gohar to Buttler, 1 run, drags this a little short, driven to deep cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3096,"Shoaib Malik to Buttler, 1 run, round the wicket, full outside off, eased down the ground to long on",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3097,"Shoaib Malik to Taylor, no run, uses his feet then whips to midwicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,"Shoaib Malik to Taylor, 1 run, down the pitch again, flicks this through the vacant short fine-leg area...the running will be quick with this pair",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3099,"Shoaib Malik to Buttler, 1 run, back into the crease again, plays with the spin behind square on the leg side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3100,"Shoaib Malik to Taylor, no run, down the pitch, not quite to the ball, has to lunge at it as he defends",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,"Shoaib Malik to Taylor, 1 run, gets down and plays a neat paddle-sweep from outside leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3102,"Azhar Ali to Taylor, 2 runs, dragged down short outside off, Taylor pulls hard through midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3103,"Azhar Ali to Taylor, no run, short and wide, a fairly horrid ball, and a fairly horrid shot as Taylor swipes and misses",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,"Azhar Ali to Taylor, no run, full at the stumps, driven back to the bowler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3105,"Azhar Ali to Taylor, 1 run, whipped from full outside off with the bottom hand towards mid-on",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3106,"Azhar Ali to Buttler, 1 wide, pushed way down the leg side",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3107,"Azhar Ali to Buttler, 1 run, think that was the googly, not sure Buttler picked it, went for the reverse sweep and gets a bottom edge to short third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3108,"Azhar Ali to Taylor, no run, beats him again, a quick ball outside off which also turns, defeats Taylor's cut and he's angry with himself",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,"Shoaib Malik to Buttler, 1 run, staying round the wicket, opens the face and places to deep point",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3110,"Shoaib Malik to Taylor, no run, tries to work this into space on the leg side but finds midwicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3111,"Shoaib Malik to Taylor, 2 runs, a bottom-handed flick through midwicket, the ball was full outside off, good placement wide of the deep sweeper",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3112,"Shoaib Malik to Taylor, SIX, that's a big blow! Enough of the tippy-tappy for Taylor, he comes down the pitch then goes with the spin high over deep midwicket with a pick-up shot",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3113,"Shoaib Malik to Taylor, 2 runs, now he works a flatter ball off the pads wide of leg side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3114,"Shoaib Malik to Taylor, no run, full, blocked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,"Azhar Ali to Buttler, 1 run, very full, dug out through the covers to the sweeper",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3116,"Azhar Ali to Taylor, 1 run, ooh, that's a big full toss, but only costs a single as Taylor swats to deep midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3117,"Azhar Ali to Buttler, 1 run, pitches this one, full and straight, flicked through midwicket to bring up a very brisk 50-runs stand",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3118,"Azhar Ali to Taylor, no run, sharp spin! Rips away from the outside edge, but think Taylor pulled his bat inside the line this time",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,"Azhar Ali to Taylor, no run, shorter, cut to backward point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,"Azhar Ali to Taylor, no run, short and wide, but Taylor cuts straight to cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,"Wahab Riaz to Buttler, no run, full at middle and off, forward and defended to cover",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,"Wahab Riaz to Buttler, no run, defended to the bowler",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,"Wahab Riaz to Buttler, 1 run, back of a length on off stump, neatly driven out to deep cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3124,"Wahab Riaz to Taylor, no run, on his toes, pinged to mid-off",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,"Wahab Riaz to Taylor, no run, tries to force this through the off side but he's cramped for room",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,"Wahab Riaz to Taylor, no run, full at the stumps, Taylor shuffling across the crease and defends",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,"Mohammad Irfan to Buttler, no run, round the wicket, a slower short ball, defeats Buttler as he goes for a square swat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,"Mohammad Irfan to Buttler, 1 run, nearly finds third man! Short of a length outside off, Buttler cuts and slices it just in front of the fielder...one bounce",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3129,"Mohammad Irfan to Taylor, 1 run, short outside off, Taylor gets over the top and plays to deep point",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3130,"Mohammad Irfan to Buttler, 1 run, opens the face and places this calmly through point to the sweeper",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3131,"Mohammad Irfan to Taylor, 1 run, short, angled into the body, Taylor rolls his wrists on the pull down to long leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3132,"Mohammad Irfan to Buttler, no run, full at off stump, 76mph, defended to cover",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3133,"Wahab Riaz to Taylor, no run, tries to force through the off side, gets a thick inside edge which isn't a million miles from the stumps",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,"Wahab Riaz to Taylor, 1 run, short ball, 83mph, Taylor responds with a rasping pull which skims, one bounce, to fine leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3135,"Wahab Riaz to Buttler, 1 run, full outside off, 89mph, driven to the cover sweeper",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3136,"Wahab Riaz to Taylor, no run, comes forward, nearly punches this in the air to cover but just stops himself from going too hard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3137,"Wahab Riaz to Taylor, 1 run, back of a length, smartly dropped into the off side and they steal a single that probably shouldn't have been on offer",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3138,"Wahab Riaz to Buttler, 1 run, short, on leg stump, pulled to deep square",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3139,"Zafar Gohar to Buttler, no run, full at the stumps, driven firmly at cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,"Zafar Gohar to Buttler, 1 run, juicy full toss which is swung through the leg side but only a single to deep midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3141,"Zafar Gohar to Taylor, no run, appeal for lbw, Taylor flicking across the line of a full ball, heading leg side and may have hit it as well",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,"Zafar Gohar to Taylor, no run, another shout for lbw, Taylor on the sweep, pitched outside leg by looks of it",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,"Zafar Gohar to Taylor, no run, this one spins, defends square to the off side",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,"Zafar Gohar to Taylor, no run, goes back, takes the pad to the leg side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3145,"Mohammad Irfan to Buttler, 1 run, short of a length outside off, drops back and dabs to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3146,"Mohammad Irfan to Taylor, 1 run, drops short again, at the body, Taylor swivels quickly to pull",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3147,"Mohammad Irfan to Buttler, 1 run, fullish, mid-80s mph in the channel, Buttler presses out and steers through cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3148,"Mohammad Irfan to Taylor, FOUR, shouts of ""catch!"" as Taylor mistimes an aerial drive, his bottom hand coming off the bat... but it clears mid-ff and bounces away to the rope, brings the requirement under 50 now",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3149,"Mohammad Irfan to Taylor, FOUR, short and pulled hard - four more! Wahab dived at deep backward square but could only help the ball on to the boundary",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3150,"Mohammad Irfan to Taylor, no run, length delivery, Taylor comes forward to block",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151,"Zafar Gohar to Buttler, 1 run, tossed up, Buttler get out and punches through a gap",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3152,"Zafar Gohar to Taylor, 1 run, angled in and turned away through the leg side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3153,"Zafar Gohar to Buttler, 1 run, drops back, waits for the ball to turn away from him, stabs through point",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3154,"Zafar Gohar to Taylor, no run, tossed up and patted away into the off side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,"Zafar Gohar to Taylor, FOUR, serves up a full toss and Taylor bunts it low past mid-on, it has the legs to outrun long-off for another boundary",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3156,"Zafar Gohar to Taylor, no run, looped up on off stump, leans into a forward defensive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157,"Shoaib Malik to Buttler, 1 run, pushed through and steered square off the back foot",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3158,"Shoaib Malik to Taylor, SIX, full toss, Taylor gives it the big 'un and charges out to slap it through mid-off... in fact, he lands it right on the rope to bring up his fifty with a six!",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3159,"Shoaib Malik to Taylor, no run, round the wicket, tossed up on the stumps, dabbed into the leg side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,"Shoaib Malik to Taylor, no run, pushed across the right-hander, runs it to backward point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,"Shoaib Malik to Taylor, 1 run, flighted, on leg stump, goes down low to sweep behind square",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3162,"Shoaib Malik to Buttler, 1 run, on leg stump, tapped into a gap at square leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3163,"Zafar Gohar to Buttler, no run, slightly short, Buttler chops hard into the the covers but a diving stop prevents any runs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3164,"Zafar Gohar to Buttler, no run, pushed back down the track",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,"Zafar Gohar to Buttler, 1 run, drops back and gets his cut through the infield this time",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
